1, 6.21875, 64, 12, 26164, 176614.8619927616, 347580.12229793356
2, 4.03125, 39, 43, 73536, 88138.6139474315, 437650.47385521454
3, 3.71875, 16, 162, 34012, 49234.237448313375, 546276.8695582795
4, 3.71875, 86, 21, 161312, 103922.05970013037, 324459.4263735664
5, 6.0625, 7, 18, 1473, 154239.52026609998, 402384.47137965186
6, 2.9375, 16, 264, 81707, 34995.863309632565, 525276.5628523902
7, 2.3125, 55, 149, 281866, 28841.176625367152, 336988.35410155007
8, 3.5625, 8, 182, 15735, 47932.79483340722, 566937.3048405115
9, 5.125, 64, 9, 51073, 193074.65389600396, 301857.5113567987
10, 3.71875, 23, 102, 53628, 59504.73325122872, 507970.42256630067
11, 4.03125, 27, 70, 49533, 72948.88267203387, 487848.7895361228
12, 3.5625, 23, 109, 62090, 56820.28102218089, 504375.2302505754
13, 3.875, 29, 55, 54727, 80656.24189741023, 469323.84535074176
14, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
15, 3.71875, 22, 95, 51005, 62537.65579486409, 504991.73145159736
16, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
17, 4.96875, 204, 11, 155864, 140807.91089399267, 273816.76898588677
18, 3.5625, 22, 116, 59157, 55326.09587856094, 510034.51961770566
19, 3.5625, 11, 233, 24247, 41694.86041570847, 570055.8842679886
20, 3.875, 86, 20, 140590, 110584.5561177057, 334396.0024386627
21, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
22, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
23, 3.875, 20, 101, 34899, 62241.54232173694, 521627.8792758661
24, 2.15625, 57, 239, 428709, 9154.028147274308, 228358.95025546534
25, 4.1875, 10, 55, 9965, 87804.41992681404, 501339.19856320694
26, 3.71875, 52, 44, 117375, 80407.34555843525, 407279.8590725234
27, 6.0625, 398, 8, 156068, 161190.86214717632, 246418.87211749918
28, 3.71875, 23, 102, 53628, 59504.73325122872, 507970.42256630067
29, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
30, 4.96875, 17, 16, 10585, 158899.83826316058, 387490.0727537714
31, 3.5625, 62, 27, 145235, 94823.24571379222, 355517.7379400424
32, 3.71875, 39, 64, 92055, 69750.93174847921, 451309.45300825
33, 6.21875, 62, 12, 24907, 176940.54255288618, 348387.3357150918
34, 5.90625, 58, 15, 29275, 158672.6810376912, 369560.9490974571
35, 4.8125, 386, 19, 272434, 78905.55779841637, 257391.093709678
36, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
37, 6.53125, 74, 11, 25053, 183896.26899594264, 339047.5398275087
38, 2.3125, 33, 160, 193386, 35273.58077183749, 413214.5425766583
39, 2.625, 55, 85, 227062, 44240.51971377343, 362954.1013453333
40, 4.8125, 57, 17, 61143, 140767.14740288176, 365161.0857126679
