1, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
2, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
3, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
4, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
5, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
6, 2.625, 195, 41, 534186, 15267.80691220543, 110994.86612485742
7, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
8, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
9, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
10, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
11, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
12, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
13, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
14, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
15, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
16, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
17, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
18, 2.3125, 8, 1075, 57964, 17977.325611429675, 581606.0460040774
19, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
20, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
21, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
22, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
23, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
24, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
25, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
26, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
27, 3.25, 8, 317, 20029, 35997.24388080234, 584981.3586496162
28, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
29, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
30, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
31, 2.625, 11, 519, 62204, 25872.00284949572, 562123.9102008615
32, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
33, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
34, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
35, 3.25, 8, 317, 20029, 35997.24388080234, 584981.3586496162
36, 2.3125, 8, 1075, 57964, 17977.325611429675, 581606.0460040774
37, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
38, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
39, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
40, 2.9375, 8, 662, 36225, 24135.05534191181, 591418.0223599831
