1, 3.71875, 16, 162, 34012, 49234.237448313375, 546276.8695582795
2, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
3, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
4, 4.03125, 16, 123, 24430, 57354.5612146018, 540958.6351727236
5, 3.40625, 86, 34, 185809, 77404.78727917562, 344808.7820639145
6, 4.5, 27, 50, 29802, 88887.64614387312, 479756.9435405205
7, 3.5625, 16, 168, 40646, 47869.26733369213, 542164.0102824923
8, 3.71875, 17, 139, 36920, 52944.80569944653, 536529.8086533318
9, 3.5625, 13, 237, 30538, 40854.585692563596, 565349.054709225
10, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
11, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
12, 3.875, 16, 133, 25115, 55098.25255736447, 544393.0397276548
13, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
14, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
15, 2.9375, 10, 521, 48105, 26717.34761402972, 574577.8062748197
16, 3.5625, 23, 109, 62090, 56820.28102218089, 504375.2302505754
17, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
18, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
19, 2.3125, 8, 1075, 57964, 17977.325611429675, 581606.0460040774
20, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
21, 4.03125, 16, 123, 24430, 57354.5612146018, 540958.6351727236
22, 3.71875, 17, 139, 36920, 52944.80569944653, 536529.8086533318
23, 2.3125, 20, 326, 139450, 27679.144007486313, 481495.11485937407
24, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
25, 4.1875, 14, 58, 15244, 84471.16460166578, 501931.88227906945
26, 3.875, 22, 83, 39670, 68098.43007887717, 506337.85575299984
27, 2.9375, 16, 264, 81707, 34995.863309632565, 525276.5628523902
28, 2.3125, 16, 466, 116834, 24564.5107352973, 510027.43881729606
29, 3.5625, 16, 168, 40646, 47869.26733369213, 542164.0102824923
30, 3.71875, 10, 142, 17413, 54084.85276542644, 553928.7254818649
31, 3.5625, 111, 29, 211196, 78083.87355059861, 318625.4815279726
32, 3.5625, 11, 233, 24247, 41694.86041570847, 570055.8842679886
33, 3.5625, 87, 23, 177739, 95103.43088196056, 322981.2559250322
34, 3.875, 389, 23, 442058, 34229.0231159275, 167979.08905729154
35, 2.625, 10, 584, 55608, 24886.245418789855, 570592.7370915527
36, 3.5625, 8, 182, 15735, 47932.79483340722, 566937.3048405115
37, 3.5625, 27, 86, 73508, 62629.26209376853, 482465.9069246766
38, 4.03125, 10, 74, 12654, 75380.67678873081, 520367.47372416005
39, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
40, 5.125, 29, 36, 16344, 106522.56878865311, 463463.8552760271
