1, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
2, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
3, 2.9375, 16, 264, 81707, 34995.863309632565, 525276.5628523902
4, 3.875, 29, 55, 54727, 80656.24189741023, 469323.84535074176
5, 3.5625, 22, 116, 59157, 55326.09587856094, 510034.51961770566
6, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
7, 4.8125, 17, 24, 11389, 130797.16862856115, 429200.5861577543
8, 2.3125, 8, 1075, 57964, 17977.325611429675, 581606.0460040774
9, 3.5625, 105, 20, 202947, 95556.61929833799, 297445.9862039907
10, 2.3125, 16, 466, 116834, 24564.5107352973, 510027.43881729606
11, 4.03125, 27, 70, 49533, 72948.88267203387, 487848.7895361228
12, 4.1875, 8, 77, 7631, 74661.37486502898, 526615.396631866
13, 3.875, 27, 67, 50819, 73620.50249596288, 485554.7417357912
14, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
15, 4.03125, 16, 123, 24430, 57354.5612146018, 540958.6351727236
16, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
17, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
18, 3.71875, 17, 139, 36920, 52944.80569944653, 536529.8086533318
19, 3.71875, 16, 162, 34012, 49234.237448313375, 546276.8695582795
20, 3.875, 86, 20, 140590, 110584.5561177057, 334396.0024386627
21, 3.5625, 58, 30, 139741, 90977.15027209977, 367452.95610177575
22, 3.5625, 16, 168, 40646, 47869.26733369213, 542164.0102824923
23, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
24, 3.71875, 16, 162, 34012, 49234.237448313375, 546276.8695582795
25, 2.625, 61, 97, 245190, 39691.0046464486, 353249.47426724026
26, 2.9375, 10, 521, 48105, 26717.34761402972, 574577.8062748197
27, 3.40625, 86, 34, 185809, 77404.78727917562, 344808.7820639145
28, 4.5, 27, 50, 29802, 88887.64614387312, 479756.9435405205
29, 3.5625, 17, 162, 43679, 48482.762890262784, 538000.3412065892
30, 3.5625, 10, 210, 21110, 44165.57456997126, 568575.2327443608
31, 3.875, 23, 82, 41896, 68266.81881698339, 503811.9283067017
32, 3.875, 16, 133, 25115, 55098.25255736447, 544393.0397276548
33, 6.6875, 7, 7, 1018, 235823.7501703511, 298472.43327284284
34, 2.625, 8, 753, 42558, 22374.03093472775, 588480.8800091811
35, 3.71875, 22, 95, 51005, 62537.65579486409, 504991.73145159736
36, 3.71875, 41, 61, 96334, 70896.30908164896, 445005.84909975005
37, 6.21875, 74, 7, 32105, 221478.4144396331, 287412.02953872323
38, 2.3125, 35, 146, 201136, 36289.52271675853, 403563.463856143
39, 3.5625, 16, 168, 40646, 47869.26733369213, 542164.0102824923
40, 3.5625, 23, 109, 62090, 56820.28102218089, 504375.2302505754
